2020-07-16 00:56:06,988 WARN  [org.hibernate.jpa.boot.spi.ProviderChecker] HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
2020-07-16 00:56:07,033 INFO  [org.hibernate.jpa.internal.util.LogHelper] HHH000204: Processing PersistenceUnitInfo [name: vendasPU]
2020-07-16 00:56:07,335 INFO  [org.hibernate.Version] HHH000412: Hibernate ORM core version 5.4.17.Final
2020-07-16 00:56:07,682 INFO  [org.hibernate.annotations.common.Version] HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-07-16 00:56:08,078 WARN  [org.hibernate.orm.connections.pooling] HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2020-07-16 00:56:08,138 INFO  [org.hibernate.orm.connections.pooling] HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/vendas_jsf?useSSL=false]
2020-07-16 00:56:08,138 INFO  [org.hibernate.orm.connections.pooling] HHH10001001: Connection properties: {user=leonardo, password=****}
2020-07-16 00:56:08,139 INFO  [org.hibernate.orm.connections.pooling] HHH10001003: Autocommit mode: false
2020-07-16 00:56:08,141 INFO  [org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl] HHH000115: Hibernate connection pool size: 20 (min=1)
2020-07-16 00:56:08,670 INFO  [org.hibernate.dialect.Dialect] HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
2020-07-16 00:56:09,326 INFO  [org.hibernate.orm.beans] HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
2020-07-16 00:56:09,483 INFO  [org.hibernate.validator.internal.util.Version] HV000001: Hibernate Validator 5.4.3.Final
2020-07-16 00:56:10,616 INFO  [org.hibernate.orm.connections.access] HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@27fe9713] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2020-07-16 00:56:10,701 INFO  [org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-07-16 00:56:36,998 WARN  [org.hibernate.jpa.boot.spi.ProviderChecker] HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
2020-07-16 00:56:37,005 INFO  [org.hibernate.jpa.internal.util.LogHelper] HHH000204: Processing PersistenceUnitInfo [name: vendasPU]
2020-07-16 00:56:37,093 INFO  [org.hibernate.Version] HHH000412: Hibernate ORM core version 5.4.17.Final
2020-07-16 00:56:37,330 INFO  [org.hibernate.annotations.common.Version] HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-07-16 00:56:37,547 WARN  [org.hibernate.orm.connections.pooling] HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2020-07-16 00:56:37,580 INFO  [org.hibernate.orm.connections.pooling] HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/vendas_jsf?useSSL=false]
2020-07-16 00:56:37,581 INFO  [org.hibernate.orm.connections.pooling] HHH10001001: Connection properties: {user=leonardo, password=****}
2020-07-16 00:56:37,581 INFO  [org.hibernate.orm.connections.pooling] HHH10001003: Autocommit mode: false
2020-07-16 00:56:37,584 INFO  [org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl] HHH000115: Hibernate connection pool size: 20 (min=1)
2020-07-16 00:56:37,809 INFO  [org.hibernate.dialect.Dialect] HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
2020-07-16 00:56:38,235 INFO  [org.hibernate.orm.beans] HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
2020-07-16 00:56:38,301 INFO  [org.hibernate.validator.internal.util.Version] HV000001: Hibernate Validator 5.4.3.Final
2020-07-16 00:56:39,310 INFO  [org.hibernate.orm.connections.access] HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@27fe9713] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2020-07-16 00:56:39,406 INFO  [org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-07-16 00:56:39,498 WARN  [org.hibernate.orm.deprecation] HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2020-07-16 00:56:50,783 WARN  [org.hibernate.jpa.boot.spi.ProviderChecker] HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
2020-07-16 00:56:50,793 INFO  [org.hibernate.jpa.internal.util.LogHelper] HHH000204: Processing PersistenceUnitInfo [name: vendasPU]
2020-07-16 00:56:50,883 INFO  [org.hibernate.Version] HHH000412: Hibernate ORM core version 5.4.17.Final
2020-07-16 00:56:51,064 INFO  [org.hibernate.annotations.common.Version] HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-07-16 00:56:51,312 WARN  [org.hibernate.orm.connections.pooling] HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2020-07-16 00:56:51,338 INFO  [org.hibernate.orm.connections.pooling] HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/vendas_jsf?useSSL=false]
2020-07-16 00:56:51,338 INFO  [org.hibernate.orm.connections.pooling] HHH10001001: Connection properties: {user=leonardo, password=****}
2020-07-16 00:56:51,338 INFO  [org.hibernate.orm.connections.pooling] HHH10001003: Autocommit mode: false
2020-07-16 00:56:51,341 INFO  [org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl] HHH000115: Hibernate connection pool size: 20 (min=1)
2020-07-16 00:56:51,563 INFO  [org.hibernate.dialect.Dialect] HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
2020-07-16 00:56:51,985 INFO  [org.hibernate.orm.beans] HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
2020-07-16 00:56:52,047 INFO  [org.hibernate.validator.internal.util.Version] HV000001: Hibernate Validator 5.4.3.Final
2020-07-16 00:56:52,911 INFO  [org.hibernate.orm.connections.access] HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@27fe9713] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2020-07-16 00:56:52,998 INFO  [org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-07-16 00:56:53,072 WARN  [org.hibernate.orm.deprecation] HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2020-07-16 00:57:46,760 WARN  [org.hibernate.jpa.boot.spi.ProviderChecker] HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
2020-07-16 00:57:46,767 INFO  [org.hibernate.jpa.internal.util.LogHelper] HHH000204: Processing PersistenceUnitInfo [name: vendasPU]
2020-07-16 00:57:46,853 INFO  [org.hibernate.Version] HHH000412: Hibernate ORM core version 5.4.17.Final
